,index,id,name,overview,genres,created_by,popularity,type
85,85,46831,Državni posao,"The backbone of the ""Državni Posao (Government Job)"" are satirical talks between the three actors, the comments are reminiscent of the ""stand-up"" form. These are short, witty comments and observations on daily life, circumstances, sociopolitical situation, sports, entertainment world, their personal opinions on various topics. The main idea is to present day in a non-existent government company and three employees of thinking about daily events in it, but also about life and society in general. Topics drawn from the daily and weekly press, for various blogs, websites, talk about movies, series, shows - radio and television. The idea is that actors humorously comment on current events, to laugh viewers and encourage them to think about them.",['Comedy'],"['Dimitrije Banjac', 'Nikola Škorić', 'Dejan Ćirjaković', 'Stojče Stoleski']",79.1787,Scripted
86,86,235685,The Pendragon Cycle: Rise of the Merlin,"Merlin, the immortal son of the bard Taliesin and Atlantean Princess Charis, is followed through his tragic upbringing, descent into madness, and shocking disappearance, leading to the legend that surrounds him. Set before King Arthur's birth, Merlin, assumed dead or a myth, reemerges in sub-Roman Britain to unite the fractured kingdoms under threat from Saxon invaders.","['Sci-Fi & Fantasy', 'Action & Adventure', 'Family', 'Drama']","['Jeremy Boreing', 'Stephen R. Lawhead']",79.1337,Scripted
87,87,2288,Prison Break,"Due to a political conspiracy, an innocent man is sent to death row and his only hope is his brother, who makes it his mission to deliberately get himself sent to the same prison in order to break the both of them out, from the inside out.","['Action & Adventure', 'Crime', 'Drama']",['Paul T. Scheuring'],78.9653,Scripted
88,88,1973,24,"Counterterrorism agent Jack Bauer fights the bad guys of the world, a day at a time. With each week's episode unfolding in real-time, ""24"" covers a single day in the life of Bauer each season.","['Action & Adventure', 'Drama', 'Crime']","['Robert Cochran', 'Joel Surnow']",78.9261,Scripted
89,89,1412,Arrow,"Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.","['Crime', 'Drama', 'Action & Adventure']","['Andrew Kreisberg', 'Greg Berlanti', 'Marc Guggenheim']",78.7442,Scripted
90,90,80748,FBI,"The New York office of the FBI brings to bear all their talents, intellect and technical expertise on major cases in order to keep their city and the country safe.","['Crime', 'Action & Adventure', 'Drama']","['Dick Wolf', 'Craig Turk']",78.6131,Scripted
91,91,15260,Adventure Time,"Unlikely heroes Finn and Jake are buddies who traverse the mystical Land of Ooo. The best of friends, our heroes always find themselves in the middle of escapades. Finn and Jake depend on each other through thick and thin.","['Animation', 'Comedy', 'Sci-Fi & Fantasy']",['Pendleton Ward'],78.1674,Scripted
92,92,71790,S.W.A.T.,"A Los Angeles S.W.A.T. sergeant is assigned to lead a highly skilled unit in the community where he grew up. Torn between loyalty to the streets, where the cops are sometimes the enemy, and allegiance to his brothers in blue, he strategically straddles the two worlds.","['Crime', 'Action & Adventure', 'Drama']","['Aaron Rahsaan Thomas', 'Shawn Ryan']",77.9587,Scripted
93,93,34860,Ninja Boy Rantaro,"Rantarō, Shinbei and Kirimaru are ninja  apprentices in the Ninja Gakuen, where first grade ones are called  ""Nintamas"". They must learn  everything a ninja must know, but as for our heroes, money, food or  playing are more interesting. The series show the everyday adventures of  our heroes.","['Comedy', 'Action & Adventure', 'Kids', 'Animation', 'Family']",['Soubee Amako'],77.8798,Scripted
94,94,62650,Chicago Med,"An emotional thrill ride through the day-to-day chaos of the city's most explosive hospital and the courageous team of doctors who hold it together. They will tackle unique new cases inspired by topical events, forging fiery relationships in the pulse-pounding pandemonium of the emergency room.",['Drama'],"['Dick Wolf', 'Matt Olmstead']",77.6319,Scripted
95,95,250307,The Pitt,The staff of Pittsburgh's Trauma Medical Center work around the clock to save lives in an overcrowded and underfunded emergency department.,['Drama'],['R. Scott Gemmill'],77.4322,Scripted
96,96,15844,A Kindred Spirit,"A Kindred Spirit was a television drama series that was broadcast on TVB Jade in Hong Kong from 15 May 1995 to 13 November 1999. It is one of the longest running drama shows in Hong Kong television history. Its exceptional longevity still amazes people in a city where scripted TV drama programs typically only last around 20 episodes. The total number of episodes is 1,128. Each episode airs a few days in each week.

The show centres on a family who operates a barbecue pork restaurant in Happy Valley, Hong Kong, and their life.","['Drama', 'Comedy']",['unknown'],77.1707,Scripted
97,97,153485,Sazae-san,The adventures of Sazae Fuguta and her family and friends in their Tokyo suburb.,"['Animation', 'Comedy', 'Family']",['Machiko Hasegawa'],76.6134,Scripted
98,98,76479,The Boys,A group of vigilantes known informally as “The Boys” set out to take down corrupt superheroes with no more than blue-collar grit and a willingness to fight dirty.,"['Sci-Fi & Fantasy', 'Action & Adventure']",['Eric Kripke'],76.4877,Scripted
99,99,498,Late Show with David Letterman,"Late Show with David Letterman is an American late-night talk show hosted by David Letterman on CBS. The show debuted on August 30, 1993, and is produced by Letterman's production company, Worldwide Pants Incorporated and CBS Television Studios. The show's music director and band-leader of the house band, the CBS Orchestra, is Paul Shaffer. The head writer is Matt Roberts and the announcer is Alan Kalter. Of the major U.S. late-night programs, Late Show ranks second in cumulative average viewers over time and third in number of episodes over time. The show leads other late night shows in ad revenue with $271 million in 2009.

In most U.S. markets the show airs at 11:35 p.m. Eastern/Pacific time, but is recorded Monday through Wednesday at 4:30 p.m., and Thursdays at 3:30 p.m and 6:00 p.m. The second Thursday episode usually airs on Friday of that week.

In 2002, Late Show with David Letterman was ranked No. 7 on TV Guide's 50 Greatest TV Shows of All Time. CBS has a contract with Worldwide Pants to continue the show through 2014; by then, Letterman will surpass Johnny Carson as the longest tenured late-night talk show host.","['Talk', 'Comedy']",['unknown'],75.9098,Talk Show
100,100,46296,Spartacus,"Torn from his homeland and the woman he loves, Spartacus is condemned to the brutal world of the arena where blood and death are primetime entertainment.",['Drama'],['Steven S. DeKnight'],75.4891,Scripted
101,101,58841,Chicago P.D.,"A riveting police drama about the men and women of the Chicago Police Department's District 21 who put it all on the line to serve and protect their community. District 21 is made up of two distinctly different groups: the uniformed cops who patrol the beat and go head-to-head with the city's street crimes and the Intelligence Unit that combats the city's major offenses - organized crime, drug trafficking, high profile murders and beyond.","['Crime', 'Drama']","['Dick Wolf', 'Matt Olmstead']",75.0308,Scripted
102,102,32798,Hawaii Five-0,"Steve McGarrett returns home to Oahu, in order to find his father's killer. The governor offers him the chance to run his own task force (Five-0). Steve's team is joined by Chin Ho Kelly, Danny ""Danno"" Williams, and Kono Kalakaua.","['Crime', 'Drama', 'Action & Adventure']","['Roberto Orci', 'Alex Kurtzman', 'Peter M. Lenkov']",74.7175,Scripted
103,103,12971,Dragon Ball Z,"Now happily married and with a son, martial arts champion Goku must defend Earth from a series of extraterrestrial invaders bent on destruction.","['Animation', 'Sci-Fi & Fantasy', 'Action & Adventure']",['unknown'],74.493,Scripted
104,104,1419,Castle,"After a serial killer imitates the plots of his novels, successful mystery novelist Richard ""Rick"" Castle receives permission from the Mayor of New York City to tag along with an NYPD homicide investigation team for research purposes.","['Drama', 'Crime']",['Andrew W. Marlowe'],74.3483,Scripted
105,105,1398,The Sopranos,"The story of New Jersey-based Italian-American mobster Tony Soprano and the difficulties he faces as he tries to balance the conflicting requirements of his home life and the criminal organization he heads. Those difficulties are often highlighted through his ongoing professional relationship with psychiatrist Jennifer Melfi. The show features Tony's family members and Mafia associates in prominent roles and story arcs, most notably his wife Carmela and his cousin and protégé Christopher Moltisanti.","['Crime', 'Drama']",['David Chase'],73.6971,Scripted
106,106,39351,Grimm,"After Portland homicide detective Nick Burkhardt discovers he's descended from an elite line of criminal profilers known as ""Grimms,"" he increasingly finds his responsibilities as a detective at odds with his new responsibilities as a Grimm.","['Drama', 'Mystery', 'Sci-Fi & Fantasy']","['David Greenwalt', 'Jim Kouf', 'Stephen Carpenter']",73.4798,Scripted
107,107,14750,Na Wspólnej,"Na Wspólnej is a Polish soap opera. It has been running since 2003 on the TVN channel as its flagship primetime weekday soap opera. It is loosely based on the German production Unter Uns and it follows the lives of the inhabitants of an apartment block in Wspólna Street, Warsaw. Episodes tend to last around 20 minutes. It is a Polish version of the Hungarian ""Barátok közt"".

The series is shot almost entirely in Warsaw and produced by the Polish branch of Freemantle Media. On 9 September 2008 it celebrated its 1000th episode; ""Na Wspólnej"" was the fourth Polish television series ever to achieve such status. A special episode was broadcast in which characters from some other of TVN's most popular shows visited Wspólna Street.",['Soap'],['unknown'],73.3902,Scripted
108,108,80240,The Queen of Flow,"Seventeen years after being wrongly imprisoned, a talented songwriter seeks justice against the men who caused her downfall and killed her family.","['Drama', 'Crime']",['Andrés Salgado'],72.6266,Scripted
109,109,31132,Regular Show,The surreal misadventures of two best friends - a blue jay and a raccoon - as they seek to liven up their mundane jobs as groundskeepers at the local park.,"['Animation', 'Comedy']",['J.G. Quintel'],72.4924,Scripted
